c3-n4  293.6    1.4990       SOURCE1    1370	0.0000
c3-na  334.7    1.4560       SOURCE3      23	0.0119
c3-nc  334.7    1.4560       SOURCE3       9	0.0109
c3-nd  334.7    1.4560       SOURCE3       9	same_as_c3-nc
c3-nh  332.7    1.4580       SOURCE3      27	0.0085
c3-no  265.4    1.5330       SOURCE1      83	0.0212
c3-o   449.9    1.3165       SOURCE4       8	0.0193
c3-oh  314.1    1.4260       SOURCE1     914	0.0129
c3-os  301.5    1.4390       SOURCE1    3123	0.0126
c3-p2  234.3    1.8550       SOURCE3       9	0.0125
c3-p3  240.6    1.8440       SOURCE3     109	0.0107
c3-p4  247.2    1.8330       SOURCE3      29	0.0138
c3-p5  259.7    1.8130       SOURCE1      84	0.0000
c3-px  252.7    1.8240       SOURCE3      28	0.0098
c3-py  259.7    1.8130       SOURCE3      13	0.0163
c3-s   212.9    1.8450       SOURCE3       4	0.0185
c3-s4  233.8    1.8070       SOURCE1     139	0.0023
c3-s6  254.0    1.7740       SOURCE1     118	0.0103
c3-sh  225.3    1.8220       SOURCE3      12	0.0051
c3-ss  225.8    1.8210       SOURCE1     358	0.0075
c3-sx  232.6    1.8090       SOURCE3      30	0.0067
c3-sy  248.9    1.7820       SOURCE3      31	0.0039
ca-ca  478.4    1.3870       SOURCE1    6228	0.0147
ca-cc  411.7    1.4340       SOURCE1      80	0.0000
ca-cd  411.7    1.4340       SOURCE1      80	0.0000
ca-ce  366.0    1.4720       SOURCE1      71	0.0030
ca-cf  366.0    1.4720       SOURCE1      71	0.0030
ca-cg  406.6    1.4380       SOURCE1      71	0.0045
ca-ch  406.6    1.4380       SOURCE1      71	0.0045
ca-cl  322.8    1.7290       SOURCE1     704	0.0095
ca-cp  466.1    1.3950       SOURCE3      14	0.0110
ca-cq  457.4    1.4009       SOURCE4      14	0.0058
ca-cx  350.8    1.4860       SOURCE1      98	0.0118
ca-cy  323.0    1.5135       SOURCE4       8	0.0043
ca-f   363.8    1.3440       SOURCE1     205	0.0089
ca-h4  342.9    1.0880       SOURCE3      57	0.0026
ca-h5  347.2    1.0850       SOURCE3      15	0.0048
ca-ha  344.3    1.0870       SOURCE3    1496	0.0045
ca-i   252.4    2.0950       SOURCE1      51	0.0000
ca-n1  398.1    1.4000       SOURCE3       0	
ca-n2  551.6    1.3030       SOURCE4       7	0.0058
ca-n   372.3    1.4220       SOURCE3       9	0.0098
ca-n4  325.6    1.4650       SOURCE1      23	0.0000
ca-na  470.3    1.3500       SOURCE1     150	0.0103
ca-nb  483.1    1.3420       SOURCE3     104	0.0076
ca-nc  492.9    1.3360       SOURCE1    1826	0.0020
ca-nd  492.9    1.3360       SOURCE1    1826	0.0020
ca-ne  361.8    1.4310       SOURCE1      52	0.0000
ca-nf  361.8    1.4310       SOURCE1      52	0.0000
ca-nh  449.0    1.3640       SOURCE1     137	0.0085
ca-no  322.6    1.4680       SOURCE1     556	0.0000
ca-o   610.0    1.2304       SOURCE4       5	0.0026
ca-oh  386.1    1.3620       SOURCE1     551	0.0000
ca-os  372.4    1.3730       SOURCE1    1092	0.0071
ca-p2  243.0    1.8400       SOUECE3       1	
ca-p3  252.7    1.8240       SOURCE1     145	0.0187
ca-p4  264.3    1.8060       SOUECE3       1	
ca-p5  271.6    1.7950       SOURCE1     571	0.0028
ca-pe  249.6    1.8290       SOURCE3      10	0.0042
ca-pf  249.6    1.8290       SOURCE3      10	0.0042
ca-px  252.1    1.8250       SOURCE3       5	0.0168
ca-py  268.3    1.7999       SOURCE4       5	0.0072
ca-s   277.9    1.7390       SOURCE3       2	0.0000
ca-s4  245.2    1.7880       SOURCE1      51	0.0048
ca-s6  263.9    1.7590       SOURCE1     229	0.0036
ca-sh  251.3    1.7783       SOURCE4      12	0.0041
ca-ss  256.6    1.7700       SOURCE1     297	0.0041
ca-sx  223.5    1.8252       SOURCE4      24	0.0032
ca-sy  247.7    1.7840       SOURCE3      13	0.0094
c -c1  379.8    1.4600       SOUECE3       1	
c -c2  449.9    1.4060       SOURCE3       2	0.0370
c -c   290.1    1.5500       SOURCE1      31	0.0100
c -c3  328.3    1.5080       SOURCE1    2949	0.0060
c -ca  349.7    1.4870       SOURCE1     480	0.0055
c -cc  377.4    1.4620       SOURCE3     132	0.0210
cc-cc  418.3    1.4290       SOURCE1     740	0.0069
cc-cd  504.0    1.3710       SOURCE3     523	0.0217
cc-ce  391.4    1.4502       SOURCE4     157	0.0098
cc-cf  521.7    1.3605       SOURCE4      27	0.0086
cc-cg  420.9    1.4270       SOURCE1     560	0.0000
cc-ch  420.9    1.4270       SOURCE1     560	0.0000
cc-cl  317.1    1.7359       SOURCE4      55	0.0078
cc-cx  369.3    1.4691       SOURCE4      18	0.0037
c -cd  377.4    1.4620       SOURCE3     132	0.0210
c -ce  363.8    1.4740       SOURCE1     601	0.0105
c -cf  363.8    1.4740       SOURCE1     601	0.0105
cc-f   368.6    1.3401       SOURCE4      24	0.0034
c -cg  389.3    1.4520       SOURCE3       2	0.0000
c -ch  389.3    1.4520       SOURCE3       2	same_as_c-cg
cc-h4  350.1    1.0830       SOURCE3     599	0.0037
cc-h5  356.0    1.0790       SOURCE3      40	0.0051
cc-ha  347.2    1.0850       SOURCE3     740	0.0039
c -cl  293.5    1.7660       SOURCE3       6	0.0250
cc-n2  572.5    1.2923       SOURCE4      61	0.0067
cc-n   426.0    1.3800       SOURCE3      56	0.0109
cc-n4  299.0    1.4930       SOURCE4       7	0.0148
cc-na  438.8    1.3710       SOURCE3     440	0.0144
cc-nc  431.6    1.3760       SOURCE1      88	0.0000
cc-nd  494.6    1.3350       SOURCE3     203	0.0239
cc-ne  427.4    1.3790       SOURCE4      30	0.0126
cc-nf  580.1    1.2885       SOURCE4      10	0.0112
cc-nh  449.0    1.3640       SOURCE3       6	0.0040
cc-no  367.4    1.4262       SOURCE4     133	0.0061
cc-oh  411.8    1.3427       SOURCE4      64	0.0073
cc-os  376.1    1.3700       SOURCE3      86	0.0192
cc-pd  318.2    1.7330       SOURCE3      84	0.0161
cc-sh  257.9    1.7681       SOURCE4       8	0.0027
cc-ss  279.3    1.7370       SOURCE3      52	0.0194
cc-sx  231.3    1.8113       SOURCE4      16	0.0050
cc-sy  245.7    1.7872       SOURCE4      33	0.0105
c -cu  441.4    1.4120       SOURCE2       1	0.0000
c -cx  350.8    1.4860       SOURCE1     105	0.0000
c -cy  308.5    1.5290       SOURCE1      18	0.0000
cd-cd  418.3    1.4290       SOURCE1     740	0.0069
cd-ce  504.8    1.3705       SOURCE4      43	0.0138
cd-cf  381.8    1.4583       SOURCE4      92	0.0079
cd-cg  420.9    1.4270       SOURCE1     560	0.0000
cd-ch  420.9    1.4270       SOURCE1     560	0.0000
cd-cl  317.3    1.7356       SOURCE4      11	0.0080
cd-cx  358.6    1.4787       SOURCE4       6	0.0029
cd-cy  330.9    1.5054       SOURCE4      10	0.0008
cd-h4  350.1    1.0830       SOURCE3     599	0.0037
cd-h5  356.0    1.0790       SOURCE3      40	0.0051
cd-ha  347.2    1.0850       SOURCE3     740	0.0039
cd-n2  577.7    1.2897       SOURCE4      20	0.0086
cd-n   426.0    1.3800       SOURCE3      56	0.0109
cd-na  438.8    1.3710       SOURCE3     440	0.0144
cd-nc  494.6    1.3350       SOURCE3     203	0.0239
cd-nd  431.6    1.3760       SOURCE1      88	0.0000
cd-ne  554.1    1.3017       SOURCE4      13	0.0118
cd-nh  449.0    1.3640       SOURCE3       6	0.0040
cd-oh  404.7    1.3479       SOURCE4      57	0.0063
cd-os  376.1    1.3700       SOURCE3      86	0.0192
cd-pc  318.2    1.7330       SOURCE3      84	same_as_cc-pd
cd-ss  279.3    1.7370       SOURCE3      52	0.0194
cd-sy  251.7    1.7777       SOURCE4      22	0.0034
ce-ce  390.5    1.4510       SOURCE1      66	0.0060
ce-cf  562.4    1.3380       SOURCE1     543	0.0045
ce-cg  415.6    1.4310       SOURCE1      22	0.0000
ce-ch  415.6    1.4310       SOURCE1      22	0.0000
ce-cl  292.6    1.7671       SOURCE4      24	0.0062
ce-cx  337.0    1.4993       SOURCE4       5	0.0066
ce-cy  323.0    1.5135       SOURCE4      17	0.0024
ce-h4  337.8    1.0916       SOURCE4     125	0.0033
ce-ha  341.5    1.0890       SOURCE3      55	0.0056
ce-n1  540.3    1.3090       SOURCE4      10	0.0027
ce-n2  599.8    1.2790       SOURCE1      75	0.0000
ce-n   369.2    1.4246       SOURCE4     130	0.0066
ce-na  373.8    1.4207       SOURCE4       5	0.0051
ce-ne  381.8    1.4140       SOURCE3       7	0.0103
ce-nf  571.9    1.2926       SOURCE4      15	0.0042
ce-nh  410.8    1.3912       SOURCE4     148	0.0104
ce-oh  395.9    1.3545       SOURCE4      23	0.0100
ce-os  370.6    1.3745       SOURCE4      39	0.0077
ce-p2  259.1    1.8140       SOUECE3       1	
ce-pe  256.5    1.8180       SOURCE3       8	0.0108
ce-px  254.6    1.8210       SOURCE3       6	0.0046
ce-py  272.3    1.7940       SOURCE3       5	0.0045
ce-s   324.5    1.6800       SOUECE3       1	
ce-ss  243.6    1.7906       SOURCE4      10	0.0064
ce-sx  239.7    1.7970       SOURCE3       5	0.0082
ce-sy  248.9    1.7820       SOURCE3       5	0.0114
c -f   387.9    1.3250       SOURCE2       6	0.0147
cf-cf  390.5    1.4510       SOURCE1      66	0.0060
cf-cg  415.6    1.4310       SOURCE1      22	0.0000
cf-ch  415.6    1.4310       SOURCE1      22	0.0000
cf-h4  334.5    1.0940       SOURCE4      19	0.0019
cf-ha  341.5    1.0890       SOURCE3      55	0.0056
cf-n1  522.2    1.3190       SOURCE3       3	0.0121
cf-n2  599.8    1.2790       SOURCE1      75	same_as_ce-n2
cf-n   362.6    1.4303       SOURCE4       6	0.0082
cf-ne  575.1    1.2910       SOURCE4      27	0.0083
cf-nf  381.8    1.4140       SOURCE3       7	same_as_ce-ne
cf-nh  423.0    1.3822       SOURCE4      20	0.0102
cf-oh  414.4    1.3408       SOURCE4      14	0.0084
cf-os  387.2    1.3612       SOURCE4       6	0.0111
cf-p2  259.1    1.8140       SOUECE3       1	same_as_ce-p2
cf-pf  256.5    1.8180       SOURCE3       8	same_as_ce-pe
cf-px  254.6    1.8210       SOURCE3       6	same_as_ce-px
cf-py  272.3    1.7940       SOURCE3       5	same_as_ce-py
cf-s   324.5    1.6800       SOUECE3       1	same_as_ce-s
cf-sx  239.7    1.7970       SOURCE3       5	same_as_ce-sx
cf-sy  248.9    1.7820       SOURCE3       5	same_as_ce-sy
cg-cg  494.2    1.3770       SOURCE1      42	0.0000
cg-ch  949.5    1.1910       SOURCE1      80	0.0015
cg-n1  994.7    1.1430       SOURCE1     316	0.0018
cg-ne  509.5    1.3262       SOURCE4      17	0.0009
cg-pe  429.8    1.6210       SOURCE3      11	0.2008
c -h4  310.5    1.1123       SOURCE4     125	0.0023
c -h5  319.4    1.1053       SOURCE4      42	0.0028
c -ha  325.1    1.1010       SOURCE3      53	0.0102
ch-ch  494.2    1.3770       SOURCE1      42	0.0000
ch-n1  994.7    1.1430       SOURCE1     316	0.0018
ch-nf  509.5    1.3262       SOURCE4      17	same_as_cg-ne
ch-pf  429.8    1.6210       SOURCE3      11	same_as_cg-pe
c -i   198.9    2.2090       SOURCE3       4	0.0365
cl-cl  143.3    2.2670       SOURCE1       2	0.0395
cl-cx  301.8    1.7550       SOURCE1      64	0.0000
cl-cy  292.0    1.7680       SOURCE2       2	0.0070
cl-f   298.6    1.6480       SOURCE2       2	0.0500
cl-i   163.5    2.5500       SOURCE1       6	0.0893
cl-n1  431.6    1.6300       SOUECE3       1	
cl-n2  263.4    1.8190       SOURCE3       6	0.1020
cl-n3  290.4    1.7800       SOURCE4       5	0.0021
cl-n   344.2    1.7140       SOURCE4       5	0.0005
cl-n4  311.1    1.7530       SOURCE3       4	0.0098
cl-na  253.2    1.8350       SOURCE3       7	0.2083
cl-nh  303.2    1.7630       SOURCE3       1	0.0000
cl-no  250.1    1.8400       SOURCE2       1	0.0000
cl-o   557.6    1.4830       SOURCE3       4	0.0000
cl-oh  309.7    1.6900       SOURCE2       1	0.0000
cl-os  278.8    1.7300       SOURCE3       4	0.0000
cl-p2  217.5    2.0700       SOURCE3       6	0.0108
cl-p3  249.4    2.0080       SOURCE1     111	0.0000
cl-p4  249.4    2.0080       SOURCE1     111	0.0000
cl-p5  249.4    2.0080       SOURCE1     111	0.0000
cl-pb  255.6    1.9970       SOURCE1      46	0.0000
cl-s   208.7    2.0720       SOURCE1       6	0.0000
cl-s2  172.7    2.1610       SOURCE2       1	0.0000
cl-s4  208.7    2.0720       SOURCE1       6	0.0000
cl-s6  208.7    2.0720       SOURCE1       6	0.0000
cl-sh  208.7    2.0720       SOURCE1       6	0.0000
cl-ss  208.7    2.0720       SOURCE1       6	0.0000
cl-sx  208.7    2.0720       SOURCE1       6	0.0000
cl-sy  208.7    2.0720       SOURCE1       6	0.0000
c -n2  374.6    1.4200       SOUECE3       1	
c -n4  255.5    1.5460       SOURCE3       4	0.0388
c -n   478.2    1.3450       SOURCE1    1235	0.0215
c -nc  428.3    1.3784       SOURCE4      70	0.0128
c -nd  391.2    1.4064       SOURCE4      54	0.0130
c -ne  408.6    1.3929       SOURCE4      47	0.0136
c -nf  404.8    1.3958       SOURCE4       5	0.0122
c -no  260.1    1.5400       SOUECE3       1	
c -o   648.0    1.2140       SOURCE1    3682	0.0165
c -oh  466.4    1.3060       SOURCE1     271	0.0041
c -os  411.3    1.3430       SOURCE1    1044	0.0171
c -p2  210.3    1.9000       SOUECE3       1	
c -p3  219.0    1.8830       SOURCE3       6	0.0129
c -p4  220.6    1.8800       SOUECE3       1	
c -p5  219.8    1.8815       SOURCE4      11	0.0078
cp-cp  346.5    1.4900       SOURCE1     242	0.0010
cp-cq  419.3    1.4282       SOURCE4       7	0.0034
c -pe  204.9    1.9110       SOURCE3       3	0.0025
c -pf  204.9    1.9110       SOURCE3       3	same_as_c-pe
cp-na  420.5    1.3840       SOURCE4       7	0.0181
cp-nb  486.7    1.3398       SOURCE4      70	0.0062
c -px  208.3    1.9040       SOURCE3       1	0.0000
c -py  227.6    1.8670       SOURCE3       6	0.0199
cq-cq  346.5    1.4900       SOURCE1     242	0.0010
c -s   328.9    1.6750       SOURCE1     401	0.0128
c -s4  200.4    1.8700       SOUECE3       1	
c -s6  200.4    1.8700       SOUECE3       1	
c -sh  249.6    1.7810       SOURCE3       6	0.0171
c -ss  261.9    1.7620       SOURCE1      20	0.0000
c -sx  193.3    1.8850       SOURCE3       5	0.0088
c -sy  202.8    1.8650       SOURCE3       5	0.0085
cu-cu  653.7    1.2940       SOURCE1      10	0.0000
cu-cx  327.3    1.5090       SOURCE1      20	0.0000
cu-ha  353.0    1.0810       SOURCE2       3	0.0111
cv-cv  568.1    1.3350       SOURCE1      25	0.0000
cv-cy  323.5    1.5130       SOURCE1      50	0.0000
cv-ha  344.3    1.0870       SOURCE3       2	0.0000
cx-cv  328.3    1.5080       SOURCE1    2536	as
cx-cx  337.3    1.4990       SOURCE1    1204	0.0183
cx-cy  321.5    1.5150       SOURCE3       2	0.0000
cx-f   347.2    1.3580       SOURCE2       3	0.0050
cx-h1  344.3    1.0870       SOURCE3      10	0.0017
cx-h2  350.1    1.0830       SOURCE3       2	0.0000
cx-hc  345.8    1.0860       SOURCE3      44	0.0011
cx-hx  347.2    1.0850       SOURCE4       5	0.0002
cx-n2  309.1    1.4820       SOURCE3       2	0.0000
cx-n3  318.7    1.4720       SOURCE1     134	0.0000
cx-n   350.6    1.4411       SOURCE4      11	0.0092
cx-na  329.0    1.4616       SOURCE4      11	0.0016
cx-nh  336.7    1.4541       SOURCE4      83	0.0076
cx-oh  387.4    1.3610       SOURCE3       3	0.0018
cx-os  320.1    1.4200       SOURCE3       7	0.0222
cx-p3  227.6    1.8670       SOURCE2       1	0.0000
cx-s4  225.3    1.8220       SOURCE2       1	0.0000
cx-s6  283.7    1.7310       SOURCE2       1	0.0000
cx-ss  229.2    1.8150       SOURCE2       1	0.0000
cy-cy  286.8    1.5540       SOURCE1     742	0.0041
cy-f   355.5    1.3509       SOURCE4       8	0.0047
cy-h1  330.4    1.0970       SOURCE3      17	0.0058
cy-h2  335.8    1.0931       SOURCE4      80	0.0019
cy-hc  334.5    1.0940       SOURCE3      63	0.0014
